image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1972-06-01,Gunhild Haugen,athletics competitor,long-distance runner,,Norway,Gunhild,2020-06-01
,1972-06-01,Graeme Paskins,English cricketer,cricketer,,United Kingdom,Graeme,2020-06-01
,1972-06-01,Charlie Baleña,Filipino boxer,boxer,,,Charlie,2020-06-01
,1972-06-01,Paula Andrea Betancur,Colombian art model,art model model actor,,Colombia,Paula,2020-06-01
,1972-06-01,Jon Witman,American football player,American football player,,United States of America,John,2020-06-01
,1972-06-01,Leta Lindley,professional golfer,golfer,,United States of America,Leta,2020-06-01
,1972-06-01,Sónia Moura,Gymnast and artistic gymnast (*1972) ♀,gymnast artistic gymnast,,,,2020-06-01
,1972-06-01,Natalya Meshcheryakova,Russian swimmer,swimmer,,Russia,Natalya,2020-06-01
,1972-06-01,Daniel Casey,British actor,film actor television actor,,United Kingdom,Daniel,2020-06-01
,1972-06-01,Scott Greene,American football player and coach,American football player,,United States of America,Scott,2020-06-01
,1972-06-01,Sulayman Al-Bassam,playwright,playwright,,Kuwait,,2020-06-01
,1972-06-01,Wade McElwain,Canadian comedian,television producer comedian,,Canada,Wade,2020-06-01
,1972-06-01,Saïd Razzouki,Criminal (*1972) ♂,criminal,,,,2020-06-01
,1972-06-01,José Isaza,Person (*1972) ♂,,,,,2020-06-01
,1972-06-01,Charlotte Bernard,French snowboarder,snowboarder,,France,Charlotte,2020-06-01
,1971-06-01,Marcelo Antônio Sangaletti,Brazilian association football player,association football player,,Brazil,Marcelo,2020-06-01
,1971-06-01,Richard Vanigli,Italian footballer,association football player,,Italy,Richard,2020-06-01
,1971-06-01,Fadli Zon,Indonesian politician,politician,,Indonesia,,2020-06-01
,1971-06-01,Kim Tae-wan,South Korean footballer,association football player,,South Korea,Tae-wan,2020-06-01
,1971-06-01,Tony Sanneh,American soccer player,association football player,,United States of America,Anthony,2020-06-01
,1971-06-01,Pasquale Aleardi,Swiss actor,actor film actor musician television actor,,Switzerland,Pasquale,2020-06-01
,1971-06-01,Georgy Trefilov,businessperson,entrepreneur,,Soviet Union Russia,Georgiy,2020-06-01
,1971-06-01,Sriranjini,Indian actress,actor,,India,,2020-06-01
,1971-06-01,Jason Karaban,singer-songwriter,singer-songwriter composer,,United States of America,Jason,2020-06-01
,1971-06-01,Moses Oyiki,Nigerian athletics competitor,athletics competitor,,Nigeria,Moses,2020-06-01
,1971-06-01,Casey Owens,poet (*1971) ♂,poet,,,Casey,2020-06-01
,1971-06-01,Miloud Hamdi,Algeria - french association football player and association football manager (*1971) ♂,association football player association football manager,,Algeria France,Miloud,2020-06-01
,1971-06-01,Yury Myshkovets,Russian weightlifter,weightlifter,,Russia,,2020-06-01
,1971-06-01,Michael Williams,Vincentian sprinter,athlete,,Saint Vincent and the Grenadines,Michael,2020-06-01
,1971-06-01,Sanubar Tursun,Uyghur singer-songwriter (b. 1971),singer,,People's Republic of China,,2020-06-01
,1971-06-01,Vera Bergkamp,Dutch politician and LGBT rights activist,columnist politician writer,member of the House of Representatives of the Netherlands,Kingdom of the Netherlands,Vera,2020-06-01
,1971-06-01,Parastoo Golestani,Iranian actress,actor,,Iran,,2020-06-01
,1971-06-01,Thierry Teixeira,French rugby union footballer,rugby union player,,Portugal,Thierry,2020-06-01
,1971-06-01,Armando Pantanelli,Italian footballer,association football player,,Italy,Armando,2020-06-01
,1971-06-01,Lars Bakkerud,Norwegian association football player,association football player,,Norway,Lars,2020-06-01
,1971-06-01,Monica Anghel,Romanian singer/TV star,singer,,Romania,Monica,2020-06-01
,1971-06-01,Primož Čučnik,"Poet, editor and translator",linguist poet essayist philosopher editor translator,,Slovenia Socialist Federal Republic of Yugoslavia,Primož,2020-06-01
,1971-06-01,Ghil'ad Zuckermann,linguist & academic,lexicographer linguist university teacher,,Israel,,2020-06-01
,1971-06-01,Steve Babaeko,Nigeria person (*1971) ♂,,,Nigeria,Steve,2020-06-01
,1971-06-01,Martina Šefčíková,Czech rower,rower,,Czech Republic,Martina,2020-06-01
,1971-06-01,Mario Cimarro,Cuban actor and model,actor television actor model singer film actor,,Mexico Cuba,Mario,2020-06-01
,1971-06-01,Jared DePasquale,composer (*1971) ♂,composer,,,,2020-06-01
,1971-06-01,Cubby Bryant,American radio presenter,radio personality,,,,2020-06-01
,1971-06-01,DJ Nihal,British DJ,television presenter,,United Kingdom,,2020-06-01
,1971-06-01,Dan Bartlett,American lawyer,businessperson,Counselor to the President,United States of America,Dan,2020-06-01
,1971-12-21 1971-06-01,Ellen Nyman,Performing artist,theater director actor voice actor,,Sweden,Ellen,2020-06-01
,1971-06-01,Erik Imler,American soccer player-coach,association football player association football manager,,United States of America,Erik,2020-06-01
,1971-06-01,Ganpatsinh Vestabhai Vasava,Indian politician,politician,Member of the Gujarat Legislative Assembly,India,,2020-06-01
,1971-06-01,Mike Jones,screenwriter,journalist screenwriter,,United States of America,Mike,2020-06-01
,1971-06-01,Holly Benson,American politician,politician,member of the Florida House of Representatives,United States of America,Holly,2020-06-01
,1971-06-01,Jonas Söderlund,Business theorist (*1971) ♂,business theorist,,,Jonas,2020-06-01
,1971-06-01,Abel Peter Diah,Nigerian Speaker,,,,,2020-06-01
,1971-06-01,Miguel Calderón,Mexican artist and writer,actor painter visual artist,,Mexico,Miguel,2020-06-01
,1971-06-01,Mike Wells,American football player,American football player,,United States of America,Mike,2020-06-01
,1971-06-01,Nadya Romeo,Paralympic wheelchair basketball player of Australia,basketball player,,Australia,,2020-06-01
,1971-06-01,Park Sea-kyun,Korean Paralympic sport shooter,sport shooter,,South Korea,Q69510867,2020-06-01
,1970-07-01 1971-06-01,Rade Mojović,Serbian footballer,association football player,,Serbia,Rade,2020-06-01
,1971-06-01,Jörundur Áki Sveinsson,association football manager (*1971) ♀,association football manager,,,,2020-06-01
,1971-06-01,Tara Moran,British actress,actor,,United Kingdom,Tara,2020-06-01
,1971-06-01,Chiu Yi-ying,Taiwanese politician,politician,Member of the Legislative Yuan member of the National Assembly of the Republic of China,Taiwan,,2020-06-01
,1970-06-01,Pedro Pablo Nolet,Spanish athlete,sprinter,,Spain,Pedro,2020-06-01
,1970-06-01,Eddy Etaeta,Football manager,association football player association football manager,,France,Eddy,2020-06-01
,1970-06-01,Olaf Koch,German Manager,manager,,Germany,Olaf,2020-06-01
,1970-06-01,Jorge Amaral Rodrigues,Portuguese footballer,association football player association football manager,,Portugal,Jorge,2020-06-01
,1970-06-01,Mirza Tahir Hussain,Britishman convicted of murder,,,,,2020-06-01
,1970-06-01,Alexi Lalas,American soccer player,association football player musician,,United States of America,Alexi,2020-06-01
,1970-06-01,Evvy Pedder,American singer,songwriter,,,,2020-06-01
,1970-06-01,Paul Tingley,Canadian Paralympic sailor,sailor,,Canada,Paul,2020-06-01
,1970-06-01,Attila Simon,Hungarian sport shooter,athlete,,Hungary,Attila,2020-06-01
,1970-06-01,Nanjaiah Honganuru,Indian folklorist,folklorist,,India,,2020-06-01
,1970-06-01,Besant Ravi,Indian actor,actor,,India,,2020-06-01
,1970-06-01,David Pointcheval,French cryptographer,cryptographer,director,,David,2020-06-01
,1970-06-01,Karen Mulder,Dutch former model and singer,model singer,,Kingdom of the Netherlands,Karen,2020-06-01
,1970-06-01,Ian Rotten,American professional wrestler and promoter,professional wrestler,,United States of America,John,2020-06-01
,1970-06-01,Takuya Jinno,Japanese association football player,association football player,,Japan,Takuya,2020-06-01
,1970-06-01,Rajkumar Buyya,university professor,computer scientist,,,,2020-06-01
,1970-06-01,Attila Budavari,Person (*1970) ♂,,,,Attila,2020-06-01
,1970-06-01,Kaminiel Selot,Papuan sprinter,sprinter,,Papua New Guinea,,2020-06-01
,1970-06-01,Alessandro Orlando,Italian footballer,association football player,,Italy,Alessandro,2020-06-01
,1970-06-01,Shane Matthews,"American football player, quarterback, coach",American football player coach,,United States of America,Shane Michael,2020-06-01
,1970-06-01,Paula Malcomson,Northern Irish actress,actor film actor,,United Kingdom,Paula,2020-06-01
,1970-06-01,Paul Schrier,American actor,actor television actor voice actor,,United States of America,Paul,2020-06-01
,1970-06-01,Alison Hinds,Barbadian singer,singer,,Barbados,Alison,2020-06-01
,1970-06-01,Andrea Fay Friedman,American actress,actor television actor film actor,,United States of America,Andrea,2020-06-01
,1970-06-01,Arlene Sierra,American composer,composer,,United States of America,Arlene,2020-06-01
,1970-06-01,Daniel Delfino,Argentine footballer,association football player,,Argentina,Daniel,2020-06-01
,1970-06-01,Graham Annable,"Canadian cartoonist, animator and film director",animator cartoonist artist film director,,Canada,Graham,2020-06-01
,1970-06-01,Juan Miguel Betancourt,"Puerto Rican Catholic priest, auxiliary bishop , titular bishop of Cursola, Catholic bishop , and titular bishop (*1970) ♂",Catholic priest,auxiliary bishop titular bishop of Cursola Catholic bishop titular bishop,Puerto Rico,Juan Miguel,2020-06-01
,1970-06-01,Dan Mathunjawa,Boxer (*1970) ♂,boxer,,,,2020-06-01
,1970-06-01,Jean-Yves Blondeau,French designer,designer,,France,Jean-Yves,2020-06-01
,1970-06-01,Alejandro Wiebe,Argentine television host,television presenter,,Argentina,Alejandro,2020-06-01
,1970-06-01,Jon Herb,American racing driver,racing driver racing automobile driver,,United States of America,Jon,2020-06-01
,1970-06-01,José Andrade,Footballer,association football player,,Portugal,José,2020-06-01
,1970-06-01,K. Shamugasundaram,member of the 17th Lok Sabha,politician,Member of the 17th Lok Sabha,India,,2020-06-01
,1970-06-01,Halina Nowak,Polish skier,biathlete,,Poland,Halina,2020-06-01
,1970-06-01,Marcus Sharp,English cricketer,cricketer,,United Kingdom,Marcus,2020-06-01
,1970-06-01,Mike Sandison,"multi-instrumentalist, producer",,,,Mike,2020-06-01
,1970-06-01,Neil Shardlow,English cricketer,cricketer,,United Kingdom,Neil,2020-06-01
,1970-06-01 1969-06-01,René Liu,Taiwanese singer and actress,singer actor film actor television actor film director,,Taiwan,René,2020-06-01
,1970-06-01,Park Eun-hui,South Korean fencer,fencer,,South Korea,Eun-hee,2020-06-01
,1970-06-01,Raylee Johnson,American football player,American football player,,United States of America,,2020-06-01
,1970-06-01,R. Madhavan,Indian actor,actor television presenter film producer screenwriter film actor television actor,,India,R.,2020-06-01
,1970-06-01 1969-06-01,Survival Tobita,Japanese professional wrestler,amateur wrestler professional wrestler,,Japan,,2020-06-01
,1970-06-01,Tao Rancheng,Olympic referee,association football player association football referee,,People's Republic of China,,2020-06-01
,1970-06-01,Scott Hunter-Russell,Australian archer,,,,,2020-06-01
,1969-06-01,Damon Minchella,English bassist,bassist guitarist,,United Kingdom,Damon,2020-06-01
,1969-06-01,Julie Smith,British political scientist,university teacher political scientist,Member of the House of Lords,United Kingdom,Julie,2020-06-01
,1969-06-01,Teri Polo,American actress,actor model television actor film actor,,United States of America,Teri,2020-06-01
,1969-06-01,Ivan Bruno Maziero,Brazilian handball player,handball player,,Brazil,Ivan,2020-06-01
,1969-06-01,Tom Kempers,Dutch tennis player,tennis player,,Kingdom of the Netherlands,Tom,2020-06-01
,1969-06-01,Siv Jensen,Norwegian politician,politician economist,member of the Parliament of Norway Minister of Finance of Norway Vararepresentant,Norway,Siv,2020-06-01
,1969-06-01,Hiroyuki Igarashi,Japanese dancer,dancer record producer,,Japan,Hiroyuki,2020-06-01
,1969-06-01,Kader Klouchi,French athletics competitor,athletics competitor,,France,Kader,2020-06-01
,1969-06-01,Tony Bennett,American basketball coach and player,basketball player basketball coach,,United States of America,Tony,2020-06-01
,1969-06-01,Protik Prakash Banerjee,Indian Judge,judge,,,,2020-06-01
,1969-06-01,Taylor St. Claire,American pornographic actress & model,pornographic actor model glamour model film actor,,United States of America,Taylor,2020-06-01
,1969-06-01,Andrew Saballus,Australian cricketer,cricketer,,Australia,Andrew,2020-06-01
,1969-06-01,Arteaga,Spanish football player/manager,association football player association football manager,,Spain,Moisés,2020-06-01
,1969-06-01,Shantelle Bisson,Person (*1969) ♀,,,,,2020-06-01
,1969-06-01,Claudia Moscovici,Romanian writer,novelist,,United States of America,Claudia,2020-06-01
,1969-06-01,John Pavlovitz,writer (*1969) ♂,writer,,,John,2020-06-01
,1969-06-01,Andy Bloch,American poker player,poker player,,United States of America,Andy,2020-06-01
,1969-06-01,Luis García Postigo,Mexican footballer,association football player,,Mexico,Luis,2020-06-01
,1969-06-01,Marian Ivan,Romanian footballer,association football player,,Romania,Marian,2020-06-01
,1969-06-01,John Barnes,"Australian rules footballer, born 1969",Australian rules football player,,Australia,John,2020-06-01
,1969-06-01,Kuruva Gorantla Madhav,member of the 17th Lok Sabha,politician,Member of the 17th Lok Sabha,India,,2020-06-01
,1969-06-01,Thomas Königshofer,Austrian cyclist,sport cyclist,,Austria,Thomas,2020-06-01
,1969-06-01,Lolita Chakrabarti,English actress and writer,actor film actor,,United Kingdom,Lolita,2020-06-01
,1969-06-01,José María Quevedo,Spanish footballer,association football player,,Spain,José María,2020-06-01
,1969-06-01,Mark Walton,Welsh footballer,association football player,,Wales,Mark,2020-06-01
,1969-06-01,Tony O'Connor,Irish rower,rower,,Ireland,Anthony,2020-06-01
,1969-06-01,Daniel Bona,Romanian association football player,,,,,2020-06-01
,1969-06-01,Mary Calvi,American television journalist,journalist radio personality,,United States of America,Mary,2020-06-01
,1968-06-01,Yui Natsukawa,Japanese actress,actor seiyū fashion model model,,Japan,Yui,2020-06-01
,1968-06-01,Anusha Rahman,Pakistani politician,politician lawyer,Member of the National Assembly of Pakistan Member of the 14th National Assembly of Pakistan,Pakistan,,2020-06-01
,1968-06-01,Robert Drontmann,Olympic sailor,sailor,,Kingdom of the Netherlands,Robert,2020-06-01
,1968-06-01,Nino Kirtadze,"Georgian journalist, filmmaker and actress (born 1968)",actor documentary filmmaker journalist filmmaker,,Georgia,Nino,2020-06-01
,1968-06-01,Jens Dowe,German footballer,association football player association football manager,,Germany German Democratic Republic,Jens,2020-06-01
,1968-06-01,Dharmendra Kashyap,Indian politician,politician,Member of the 16th Lok Sabha Member of the 17th Lok Sabha,India,,2020-06-01
,1968-06-01,Mark Gonzales,American skateboarder,skateboarder,,United States of America,Mark,2020-06-01
,1968-06-01,Sven Backhaus,German association football player,association football player,,Germany,Sven,2020-06-01
,1968-06-01,Ann Morning,American sociologist,sociologist demographer,,,Ann,2020-06-01
,1968-06-01,Gangadhar J. Sanjayan,chemist (*1968) ♂; Shanti Swarup Bhatnagar Prize for Science and Technology,chemist,,,,2020-06-01
,1968-06-01,Jason Donovan,Australian actor and singer,singer stage actor actor film actor television actor,,Australia,Jason Stanley,2020-06-01
,1968-06-01,Brian Doherty,journalist from the United States,writer journalist historian,,United States of America,Brian,2020-06-01
,1968-06-01,Samuel Barathay,French rower,rower,,France,Samuel,2020-06-01
,1968-06-01,Daniel Hůlka,Czech actor and opera singer,actor singer opera singer,,Czech Republic,Daniel,2020-06-01
,1968-06-01,Luca Barzaghi,Italian athletics competitor,athletics competitor,,Italy,Luca,2020-06-01
,1968-06-01,Sam Pam,Nigerian association football player,association football player,,Nigeria,Samuel,2020-06-01
,1968-06-01,Andrei Shayanov,Kazakhstani-Russian ice hockey coach,ice hockey player,,Kazakhstan Russia,Andrei,2020-06-01
,1968-06-01,Dylan Tichenor,American film editor,film editor,,United States of America,Dylan,2020-06-01
,1968-06-01,Elena Sedina,Italian chess player,chess player,,Italy Ukraine Soviet Union,Yelena,2020-06-01
,1968-06-01,Qazi Ahmad Saeed,politician,politician,,,,2020-06-01
,1968-06-01,Andrei Pocheptsov,Russian footballer,association football player association football manager,,Russia,Andrei,2020-06-01
,1968-06-01,Anna Reynolds,British writer,writer,,United Kingdom,Anna,2020-06-01
,1968-06-01,Billy Singleton,American basketball player,basketball player,,United States of America,Billy,2020-06-01
,1968-06-01,Carola Ciszewski,German handball player,handball player,,Germany,Carola,2020-06-01
,1968-06-01,Borislav Dimitrachkov,Bulgarian alpine skier,athlete,,,,2020-06-01
,1968-06-01,Brian Oliver,American basketball player (Philadelphia 76ers),basketball player,,United States of America Italy,Brian,2020-06-01
,1968-06-01,Margrét Sturlaugsdóttir,Icelandic basketball player (1968-),basketball player,,Iceland,Margrét,2020-06-01
,1968-06-01,Diego Allona,Olympic field hockey player,field hockey player,,Argentina,Diego,2020-06-01
,1968-06-01,Edward Luce,journalist,journalist,,United States of America,Edward,2020-06-01
,1968-06-01,Salina Begum,"Bangladeshi politician, Member of parliament",politician,Member of the 10th Jatiya Sangsad Member of the Jatiya Sangshad,Bangladesh,,2020-06-01
,1968-06-01,Larry Centers,Player of American Football,American football player,,United States of America,Larry,2020-06-01
,1968-06-01,Maria Marta Molinas Cabrera,Paraguayan-Norwegian electrical engineer,professor,,Norway Paraguay,Maria María Marta,2020-06-01
,1968-06-01,Larry Farnese,Pennsylvania State Senator,politician,member of the State Senate of Pennsylvania,United States of America,Larry,2020-06-01
,1968-06-01,Petrus Haraseb,Namibian footballer,association football player,,Namibia,Petrus,2020-06-01
,1968-06-01,Jeff Hackett,Canadian ice hockey goaltender,ice hockey player,,Canada,Jeff,2020-06-01
,1968-06-01,Susan Elan Jones,Welsh politician and MP,politician,Member of the 57th Parliament of the United Kingdom Member of the 56th Parliament of the United Kingdom Member of the 55th Parliament of the United Kingdom Representative of the Parliamentary Assembly of the Council of Europe,United Kingdom Wales,Susan,2020-06-01
,1968-06-01,Dhanraj Singh,Cricketer (*1968) ♂,cricketer,,,,2020-06-01
,1968-06-01,Steve Czaban,Sports radio host,radio personality,,,Steve,2020-06-01
,1968-06-01,Mathias Rust,German activist,aircraft pilot poker player peace activist,,Germany,Mathias,2020-06-01
,1968-06-01,Walter Dean,Player of American football,American football player,,United States of America,Walter,2020-06-01
,1968-06-01,Stefan Minkwitz,German football player and manager,association football player association football manager,,Germany German Democratic Republic,Stefan,2020-06-01
,1968-06-01,Marie Rose Mureshyankwano,"Rwandan politician, Senator for Western Province",politician,,Rwanda,,2020-06-01
,1967-06-01,Endre Brunstad,Norwegian linguist,linguist,,Norway,Endre,2020-06-01
,1967-06-01,Shinobu Sakagami,Japanese actor,actor seiyū singer film director impresario child actor tarento,,Japan,,2020-06-01
,1967-06-01,Jacek Laskowski,journalist and sports commentator (*1967) ♂,journalist sports commentator,,,Jacek,2020-06-01
,1967-06-10 1967-06-01,Heimir Hallgrímsson,Icelandic footballer and manager,association football player association football manager dentist,,Iceland,Heimir,2020-06-01
,1967-06-01,Siggy Flicker,American matchmaker and television presenter,matchmaker television presenter,,United States of America,Siggy,2020-06-01
,1967-06-01,Heidi Collins,American journalist,correspondent journalist,,United States of America,Heidi,2020-06-01
,1967-06-01,Hilaria Kramer,Swiss trumpeter,trumpeter composer jazz musician,,Switzerland,Hilaria,2020-06-01
,1967-06-01,Mike Bukta,Canadian ice hockey player,ice hockey player,,Canada,Mike,2020-06-01
,1967-06-01,H. Rajesh Prasad,civil servant (*1967) ♂,civil servant,,,H.,2020-06-01
,1967-06-01,Celso Portiolli,Brazilian television presenter and radio host,television presenter radio personality,,Brazil,Celso,2020-06-01
,1967-06-01,Jasmin Khezri,German-Iranian artist,journalist author illustrator graphic designer writer,,Germany,Jasmin,2020-06-01
,1967-06-01,Bhagwanth Khuba,Indian politician,politician,Member of the 16th Lok Sabha Member of the 17th Lok Sabha,India,,2020-06-01
,1996-04-25 1967-06-01,Joao Pedro Gomez da Silva,Brazilian association football player,association football player,,Brazil,Joao,2020-06-01
,1967-06-01,Michael Wolf,Swiss statistician,econometrician statistician,,,Michael,2020-06-01
,1967-06-01,Robert Figl,German paralympic athlete,athletics competitor,,Germany,Robert,2020-06-01
,1967-06-01,Mario García Covalles,Mexican association football manager and association football player (*1967) ♂,association football manager association football player,,Mexico,Mario,2020-06-01
,1967-06-01,Christa-Maria Lerm Hayes,German-Irish-Dutch art historian,art historian curator university teacher,,Germany Ireland,Christa-Maria,2020-06-01
,1967-06-01,Szymon Majewski,Polish actor and journalist,actor journalist,,Poland,Szymon,2020-06-01
,1967-06-01,Gérson Caçapa,Brazilian footballer,association football player,,Brazil,Gérson,2020-06-01
,1967-06-07 1967-06-01,Marie-Pierre Duros,French long-distance runner,athletics competitor,,France,Marie-Pierre,2020-06-01
,1967-06-01,Murray Baron,Canadian ice hockey player,ice hockey player,,Canada,Murray,2020-06-01
,1967-06-01,Rick Peters,American actor,actor television actor film actor,,United States of America,Rick,2020-06-01
,1967-06-01,Viviane Dorsile,athletics competitor,middle-distance runner sprinter,,France,Viviane,2020-06-01
,1967-06-01,Ash Baron-Cohen,English filmmaker,film director screenwriter film editor actor film producer cinematographer,,United States of America,Ash,2020-06-01
,1967-06-01,Sk Makbul Islam,Indian scientist,scientist musicologist,,India,,2020-06-01
,1967-06-01,Abraham Fernández,Olympic alpine skier,alpine skier,,Spain,Abraham,2020-06-01
,1967-06-01,Andrew Warner,American professional wrestler,amateur wrestler professional wrestler,,United States of America,Andrew,2020-06-01
,1967-06-01,Anil Bhardwaj,Indian physicist,physicist,,India,Anil,2020-06-01
,1967-06-01,Artur Gadowski,Polish musician,singer songwriter,,Poland,Artur,2020-06-01
,1967-06-01,Christopher Lovell,English cricketer,cricketer,,United Kingdom,Christopher,2020-06-01
,1967-06-01,A. Muhamed Mustaque,Judge of Kerala High Court,judge,,India,,2020-06-01
,1967-06-01,James Hurst,American baseball player,baseball player,,United States of America,James,2020-06-01
,1967-06-01,Kathleen Flinn,American food wrtier,writer,,United States of America,Kathleen,2020-06-01
,1967-06-01,Ryan Stewart,Canadian ice hockey player,ice hockey player,,Canada,Ryan,2020-06-01
,1967-06-01,Komatireddy Raj Gopal Reddy,Indian politician,politician,Member of the 15th Lok Sabha,India,,2020-06-01
,1967-06-01,Lance Hooper,American race car driver,racing driver,,United States of America,Lance,2020-06-01
,1967-06-01 1966-06-01,Lisa Geoghan,English actress,actor,,,Lisa,2020-06-01
,1967-06-01,Maria Valentina Plaza,Filipino politician,politician,Member of the House of Representatives of the Philippines,Philippines,Maria,2020-06-01
,1967-06-01,Nives Ivanković,Croatian actress,actor,,Croatia,Nives,2020-06-01
,1967-06-01,Roger Sanchez,"American DJ, remixer and record producer of Dominican descent",disc jockey record producer composer,,United States of America,Roger,2020-06-01
,1967-06-01,Raju Shetti,Indian politician,politician,Member of the 16th Lok Sabha Member of the 15th Lok Sabha,India,Raju,2020-06-01
,1967-06-01,Shamsul Anuar Nasarah,Malaysian politician,politician,Member of the Dewan Rakyat,Malaysia,,2020-06-01
,1967-06-01,Timothy Walton,English cricketer,cricketer,,United Kingdom,Timothy,2020-06-01
,1967-06-01,Vishal Sikka,Chief Technology officer,chief executive officer,,United States of America,Vishal,2020-06-01
,1967-06-01,Olivier Delaître,French tennis player,tennis player tennis coach,,France,Olivier,2020-06-01
,1967-06-01,Stefan Wallin,Finnish politician,politician,member of the Parliament of Finland,Finland,Stefan Erik,2020-06-01
,1966-06-01,Daniel Ciucă,Romanian association football player,association football player,,Romania,Daniel,2020-06-01
,1966-06-01,Hugo Jarquín,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Hugo,2020-06-01
,1966-06-01,Robert W. Schroeder III,United States District Judge,lawyer judge,,United States of America,Robert,2020-06-01
,1966-06-01,Mark Filip,United States federal judge,lawyer judge,United States Attorney General,United States of America,Mark,2020-06-01
,1966-06-01,Santosh Meena,Indian politician,politician,,India,,2020-06-01
,1966-06-01,Mauricio Soria,Bolivian footballer y boxeador profesional,association football player association football manager,,Bolivia,Mauricio,2020-06-01
,1966-06-01,Sheri Holman,novelist,novelist screenwriter author writer,,United States of America,Sheri,2020-06-01
,1966-06-01,Balachandra Laxmanrao Jarkiholi,Indian politician,politician,,India,,2020-06-01
,1966-06-01,Andrew Wigmore,British political operative,,,United Kingdom Belize,Andrew,2020-06-01
,1966-06-01,Stefan Böger,German footballer,association football player association football manager,,Germany German Democratic Republic,Stefan,2020-06-01
,1966-06-01,Abel Balbo,Argentine footballer and manager,association football player singer association football manager,,Argentina,Abel,2020-06-01
,1966-06-01,Vince Vouyer,American actor,pornographic actor film actor,,United States of America,Vince,2020-06-01
,1966-06-01,Subul Babo,Papua New Guinean athlete,sprinter,,Papua New Guinea,,2020-06-01
,1966-06-01,Mitchell Browne,Antigua and Barbuda sprinter,athlete,,Antigua and Barbuda,,2020-06-01
,1966-06-01,Feliks W. Kres,Polish writer,writer,,Poland,Feliks,2020-06-01
,1966-06-01,Heike Warnicke,German speed skater,speed skater,,German Democratic Republic Germany,Heike,2020-06-01
,1966-06-01,Steve Binetti,German composer,musician composer,,Germany,Steve,2020-06-01
,1966-06-01,Clayton Jones,"cartoonist from Fredericksburg, Virginia",cartoonist,,,Clayton,2020-06-01
,1966-06-01,Clement Virgo,Canadian film director,film director film producer screenwriter,,Canada,Clement,2020-06-01
,1966-06-01,Herman Weisberg,police officer (*1966) ♂,police officer,,,,2020-06-01
,1966-06-01,Greg Schiano,American football coach,American football player,,United States of America,Greg,2020-06-01
,1966-06-01,S. V. Krishna Reddy,"Indian film director, composer",film director composer screenwriter,,India,S.,2020-06-01
,1966-06-01,Nazar Kadir,Person (*1966) ♂,,,,,2020-06-01
,1966-06-01,Fabiola Paoletti,Person (*1966) ♀,,,,,2020-06-01
,1966-06-01,Thomas Tuschl,German biochemist,biochemist molecular biologist university teacher,,Germany,Thomas,2020-06-01
,1966-06-01,Petra Kammerevert,German politician,politician,member of the European Parliament,Germany,Petra,2020-06-01
,1966-06-01,Tadeusz Jacek Zieliński,"theologian, politician",politician lawyer,Member of the Sejm of the Republic of Poland,Poland,Tadeusz Jacek,2020-06-01
,1966-06-01,Sven Rothenberger,equestrian,dressage rider,,Kingdom of the Netherlands Germany,Sven,2020-06-01
,1965-06-01,Roman Luknár,Slovak actor,actor,,Slovakia Czechoslovakia,Roman,2020-06-01
,1965-06-01,Ferran Bel Accensi,Spanish politician,economist politician tax advisor university teacher,Member of the Congress of Deputies of Spain Member of the Senate of Spain city councillor of Tortosa mayor of Tortosa president of Comarcal Council of Baix Ebre,Spain,Ferran,2020-06-01
,1965-06-01,Rashid Askari,writer and academic,academic,,Bangladesh Pakistan,Rashid,2020-06-01
,1965-06-01,Murugesh Nirani,Indian politician,politician,Member of the Karnataka Legislative Assembly,India,,2020-06-01
,1965-06-01,Neelapu Rami Reddy,Indian sprinter,athletics competitor,,India,,2020-06-01
,1965-06-01,Jo-Ann Rizzo,curler,curler,,Canada,,2020-06-01
,1965-06-01,Ong Ewe Chye,badminton player,badminton player,,Malaysia,,2020-06-01
,1965-06-01,Krupal Tumane,Member of Parliament,politician,Member of the 16th Lok Sabha Member of the 17th Lok Sabha,India,,2020-06-01
,1965-06-01,John Kennedy,disc jockey,radio personality disc jockey,,United Kingdom,John,2020-06-01
,1965-06-01,Sunjaya Purwadi Sastra,politician,politician,,,,2020-06-01
,1965-06-01,Ralph Jarvis,American football player,American football player,,United States of America,Ralph,2020-06-01
,1965-06-01,Sivannarayana Naripeddi,Indian actor,actor television actor,,India,,2020-06-01
,1965-06-01,Zbigniew Gryglas,Polish politician and deputy,politician deputy,Member of the Sejm of the Republic of Poland,Poland,Zbigniew,2020-06-01
,1965-06-01,Larisa Lazutina,cross-country skier,cross-country skier,,Russia Soviet Union,Larisa,2020-06-01
,1965-06-01,Olga Nazarova,athletics competitor,athletics competitor,,Soviet Union,Olga,2020-06-01
,1965-06-01,Kathleen Tessaro,American novelist,novelist,,United States of America,Kathleen,2020-06-01
,1965-06-01 1956,India Allen,American model and actress,actor model Playboy Playmate screenwriter film actor,,United States of America,India,2020-06-01
,1965-06-01,Bryan Colangelo,American basketball player and executive,basketball player,,United States of America,Bryan,2020-06-01
,1965-06-01,Lenford O'Garro,Saint Vincent and the Grenadines athlete (*1965) ♂,athlete,,Saint Vincent and the Grenadines,,2020-06-01
,1965-06-01,Dan Quinn,Golfer and former ice hockey player,ice hockey player golfer,,Canada,Dan,2020-06-01
